id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,coordinate
7389120,Home in Brooklyn · ★4.73 · 1 bedroom · 3 beds · 1 bath,7365834,Alex,Brooklyn,Sheepshead Bay,Entire home/apt,103,30,78,8/9/2023,0.78,3,214,4,,"40.58418,-73.95929"
7396662,Condo in New York · ★4.65 · 1 bedroom · 1 bed · 1 bath,7489344,Noëmi,Manhattan,Lower East Side,Private room,120,30,18,9/15/2016,0.18,1,0,0,,"40.71574,-73.98962"
7397237,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,38757107,Joanne,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,30,2,9/6/2015,0.02,1,0,0,,"40.68811,-73.94301"
7397649,Rental unit in Queens · 1 bedroom · 1 bed · 1 bath,9991314,Jenna,Queens,Astoria,Entire home/apt,132,30,0,,,1,0,0,,"40.76297,-73.92696"
7397699,Rental unit in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,38759330,Nathaniel,Brooklyn,Williamsburg,Private room,35,30,3,9/13/2015,0.03,1,0,0,,"40.7122,-73.9511"
7398163,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,28269324,Daniel,Manhattan,Stuyvesant Town,Private room,45,30,2,8/31/2015,0.02,1,0,0,,"40.73379,-73.98031"
7398507,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,5898139,Nicholas,Manhattan,Upper West Side,Entire home/apt,185,30,1,9/2/2015,0.01,1,0,0,,"40.8001,-73.96082"
7399754,Rental unit in Brooklyn · ★4.17 · 1 bedroom · 1 bed · 1 bath,4343834,Sean,Brooklyn,Carroll Gardens,Entire home/apt,150,30,6,8/2/2016,0.06,1,0,0,,"40.68299,-73.99841"
7401048,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,10832128,Josh,Brooklyn,Sunset Park,Private room,47,30,2,11/2/2015,0.02,1,0,0,,"40.64608,-74.00999"
7402303,Rental unit in Astoria · ★4.67 · 1 bedroom · 2 beds · 1 bath,11962385,Dusan,Queens,Astoria,Entire home/apt,120,30,3,8/20/2015,0.03,1,0,0,,"40.76764,-73.92034"
7402608,Rental unit in Brooklyn · ★4.73 · 1 bedroom · 1 bed · 1 bath,38788236,William,Brooklyn,Williamsburg,Entire home/apt,104,30,11,12/28/2015,0.11,1,0,0,,"40.70765,-73.94539"
7403613,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,1405974,Alexander,Manhattan,Midtown,Entire home/apt,150,30,1,8/7/2015,0.01,1,0,0,,"40.74603,-73.98364"
7411421,Rental unit in Brooklyn · ★4.88 · 2 bedrooms · 3 beds · 2 baths,3750905,Louis,Brooklyn,Williamsburg,Entire home/apt,250,30,67,9/10/2023,0.69,1,72,19,,"40.71325,-73.9577"
7411499,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,1023985,Andrew,Brooklyn,Williamsburg,Private room,80,30,2,8/3/2015,0.02,1,0,0,,"40.71206,-73.95361"
7419230,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,22805576,Will,Manhattan,East Village,Private room,100,30,0,,,1,0,0,,"40.72189,-73.98022"
7419334,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,19135506,Rosalia,Manhattan,Upper West Side,Entire home/apt,150,30,1,8/10/2015,0.01,1,0,0,,"40.77918,-73.98738"
7419517,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,4875631,Max,Manhattan,Gramercy,Private room,200,30,0,,,1,0,0,,"40.73579,-73.98175"
7421930,Rental unit in Queens · ★4.0 · Studio · 1 bed · 1 bath,22344488,Jess,Queens,Long Island City,Entire home/apt,110,30,9,9/26/2015,0.09,1,0,0,,"40.75228,-73.93876"
7426597,Rental unit in Brooklyn · ★4.96 · 2 bedrooms · 2 beds · 1 bath,38902136,Michal,Brooklyn,Gowanus,Entire home/apt,239,30,227,9/10/2023,2.28,1,257,4,,"40.67077,-73.98919"
7431316,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,16617981,Emmanuel,Manhattan,Washington Heights,Private room,40,30,2,12/18/2015,0.02,1,0,0,,"40.83551,-73.93923"
7432146,Townhouse in Brooklyn · ★4.0 · 3 bedrooms · 3 beds · 2 shared baths,4279384,Tanya,Brooklyn,Flatbush,Private room,45,30,4,8/1/2017,0.04,2,0,0,,"40.64315,-73.95459"
7433174,Home in Queens · 1 bedroom · 1 bed · 1 private bath,34789416,Carl,Queens,Laurelton,Private room,115,30,1,6/16/2018,0.02,1,0,0,,"40.67261,-73.75254"
7433796,Rental unit in New York · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,2134232,Crystal,Manhattan,Tribeca,Private room,104,30,15,6/8/2017,0.16,1,0,0,,"40.71955,-74.00974"
7434316,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,3861404,Stefanie,Brooklyn,Prospect-Lefferts Gardens,Private room,80,30,3,9/22/2015,0.03,2,0,0,,"40.6547,-73.9613"
7435181,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 2 baths,38946305,Allon,Brooklyn,Bushwick,Private room,50,30,4,12/27/2015,0.04,1,0,0,,"40.69359,-73.92872"
7435577,Rental unit in Brooklyn · ★4.67 · 2 bedrooms · 2 beds · 1 bath,28460565,Su,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,30,6,12/7/2015,0.06,1,0,0,,"40.67969,-73.92891"
7435882,Rental unit in Brooklyn · 1 bedroom · 1 bed · 2 baths,4807448,David,Brooklyn,Bushwick,Private room,35,30,0,,,1,0,0,,"40.70647,-73.92093"
7436186,Home in Brooklyn · ★4.92 · 1 bedroom · 1 bed · 1 private bath,6367907,J And Lana,Brooklyn,Flatbush,Private room,110,30,77,8/30/2023,0.78,1,137,7,,"40.63366,-73.95973"
7448093,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,6223874,Rachael,Brooklyn,Greenpoint,Entire home/apt,130,30,3,2/11/2017,0.03,1,0,0,,"40.73203,-73.95726"
7450047,Rental unit in Brooklyn · ★4.80 · 1 bedroom · 1 bed · 1 bath,3676701,Margo,Brooklyn,Prospect Heights,Entire home/apt,145,30,5,9/7/2016,0.05,1,0,0,,"40.68079,-73.96439"
7451145,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,918087,Jacqui,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,30,1,12/20/2015,0.01,3,0,0,,"40.68765,-73.95145"
7457091,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,24450956,Lee,Manhattan,SoHo,Entire home/apt,450,30,0,,,1,0,0,,"40.72546,-73.99863"
7457673,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 bath,2203415,James,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,30,6,11/29/2015,0.06,1,0,0,,"40.68698,-73.95012"
7460009,Rental unit in Brooklyn · ★3.89 · 1 bedroom · 2 beds · 1 bath,37077716,Biruta,Brooklyn,Bay Ridge,Entire home/apt,55,30,10,8/6/2018,0.1,2,0,0,,"40.63014,-74.027"
7460803,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,18922562,Ishan,Manhattan,Hell's Kitchen,Private room,90,30,0,,,1,0,0,,"40.75705,-73.99559"
7461611,Guest suite in Brooklyn  · ★4.87 · 1 bedroom · 1 bed · 1 bath,28316637,Lisa,Brooklyn,Crown Heights,Entire home/apt,260,30,107,9/27/2023,1.11,1,342,11,,"40.66493,-73.95543"
7461720,Townhouse in Brooklyn · ★4.93 · 1 bedroom · 1 bed · 1 private bath,942252,Kimberly,Brooklyn,Prospect Heights,Private room,116,30,448,8/13/2023,4.49,1,47,52,,"40.67919,-73.9685"
7462019,Rental unit in Brooklyn · ★4.74 · 3 bedrooms · 4 beds · 1 bath,39085295,Guerline,Brooklyn,Flatbush,Entire home/apt,200,30,129,3/19/2020,1.42,1,362,0,,"40.64052,-73.95351"
7470123,Rental unit in Brooklyn · ★4.75 · 2 bedrooms · 2 beds · 1 bath,39126862,Alexandra,Brooklyn,Williamsburg,Entire home/apt,199,30,4,1/4/2016,0.04,1,0,0,,"40.70643,-73.95267"
7471859,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,3504234,Ben,Brooklyn,Williamsburg,Entire home/apt,125,30,0,,,1,0,0,,"40.7128,-73.94175"
7475708,Rental unit in New York · 3 bedrooms · 2 beds · 1 bath,12535775,Christina,Manhattan,Gramercy,Entire home/apt,200,30,0,,,1,0,0,,"40.73784,-73.98325"
7480066,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 1 bath,4336763,Lary,Brooklyn,Park Slope,Entire home/apt,130,30,4,11/17/2015,0.04,1,0,0,,"40.68123,-73.98034"
7480520,Rental unit in New York · ★4.91 · Studio · 1 bed · 1 bath,15887987,Benjamin,Manhattan,Chelsea,Entire home/apt,210,30,99,7/21/2023,1.01,1,131,1,,"40.74062,-74.00009"
7480795,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1 bath,18576994,Jennie,Manhattan,East Village,Private room,100,30,6,8/10/2015,0.06,1,0,0,,"40.72175,-73.98361"
7482767,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,39186813,Robert,Brooklyn,Carroll Gardens,Private room,75,30,0,,,1,0,0,,"40.67541,-73.99812"
7483034,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,7202390,Drew,Manhattan,Chelsea,Private room,195,30,0,,,1,0,0,,"40.74381,-73.99465"
7483853,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,33983182,Kaivan,Manhattan,Upper East Side,Private room,57,30,4,7/1/2016,0.04,1,0,0,,"40.78249,-73.94845"
7483910,Rental unit in New York · ★4.62 · 1 bedroom · 1 bed · 1 bath,13667779,Miriam,Manhattan,Harlem,Private room,50,30,27,11/1/2022,0.28,2,7,1,,"40.82246,-73.9378"
7492539,Home in Queens · 1 bedroom · 1 bed · 1 bath,6004716,Rosalyn,Queens,Astoria,Private room,75,30,0,,,1,0,0,,"40.7573,-73.92773"
7495497,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 1 bath,2045777,Michael & Katherine,Brooklyn,South Slope,Entire home/apt,145,30,4,10/12/2015,0.04,1,0,0,,"40.66563,-73.9886"
7496211,Rental unit in New York · Studio · 1 bed · 1 bath,6520502,Jim,Manhattan,Financial District,Entire home/apt,450,30,0,,,1,0,0,,"40.70541,-74.01466"
7497287,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,241593,Thomas,Brooklyn,Flatbush,Private room,70,30,0,,,2,0,0,,"40.65071,-73.96138"
7498074,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,13347167,AFI Apartments,Manhattan,Upper East Side,Entire home/apt,118,30,9,9/15/2023,0.1,31,342,1,,"40.77107,-73.95742"
7498271,Rental unit in Brooklyn · ★4.84 · 3 bedrooms · 4 beds · 1 bath,35819315,Jonathan,Brooklyn,Bushwick,Entire home/apt,201,30,251,8/30/2023,2.6,2,234,34,,"40.69454,-73.92191"
7500030,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,19976579,Damask,Manhattan,East Village,Entire home/apt,250,30,0,,,1,0,0,,"40.72682,-73.97845"
7500228,Rental unit in New York · ★4.68 · 1 bedroom · 1 bed · 1 bath,16960158,Monte,Manhattan,Battery Park City,Private room,99,30,31,6/26/2016,0.31,1,0,0,,"40.71004,-74.01534"
7500390,Rental unit in New York · ★4.50 · 1 bedroom · 1 bed · 1 bath,11279503,Bobby,Manhattan,Nolita,Private room,125,30,3,9/21/2015,0.03,1,0,0,,"40.724,-73.99485"
7501668,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,39249461,Justin,Brooklyn,Bushwick,Private room,65,30,3,8/20/2015,0.03,1,0,0,,"40.70671,-73.92187"
7501694,Home in Bronx · ★4.55 · 1 bedroom · 2 beds · 1 shared bath,32164030,Ikkyukim,Bronx,Hunts Point,Private room,60,30,21,1/1/2022,0.21,7,355,0,,"40.81245,-73.88756"
7501794,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,10131727,Alex,Manhattan,Harlem,Entire home/apt,109,30,1,9/3/2015,0.01,1,0,0,,"40.80309,-73.9509"
7502146,Home in Bronx · ★4.57 · 1 bedroom · 2 beds · 1 shared bath,32164030,Ikkyukim,Bronx,Hunts Point,Private room,50,30,28,4/1/2021,0.28,7,354,0,,"40.81465,-73.88872"
7512811,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,13873590,Ricky,Brooklyn,Williamsburg,Private room,80,30,3,8/24/2015,0.03,1,0,0,,"40.70925,-73.95965"
7512967,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,1497263,Melissa,Brooklyn,Williamsburg,Private room,60,30,0,,,1,0,0,,"40.71713,-73.94362"
7515281,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,18277294,Noel,Brooklyn,Crown Heights,Private room,40,30,1,8/9/2015,0.01,1,0,0,,"40.67158,-73.93481"
7515694,Rental unit in New York · ★4.89 · 1 bedroom · 2 beds · 1 bath,1825554,Chris,Manhattan,Chelsea,Entire home/apt,210,30,11,12/2/2019,0.11,1,0,0,,"40.73897,-73.9971"
7516218,Rental unit in Brooklyn · ★4.76 · 1 bedroom · 1 bed · 1 bath,60046,John,Brooklyn,Vinegar Hill,Entire home/apt,183,30,38,5/26/2023,0.39,1,337,1,,"40.70305,-73.98368"
7516992,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,29544115,Chisom,Manhattan,Midtown,Private room,70,30,1,8/24/2015,0.01,1,0,0,,"40.75737,-73.96916"
7517614,Rental unit in New York · ★5.0 · 2 bedrooms · 2 beds · 1 bath,39389693,Sara,Manhattan,Harlem,Entire home/apt,120,30,3,9/19/2015,0.03,1,0,0,,"40.83161,-73.94498"
7524934,Rental unit in New York · 1 bedroom · 1 bed · 2 baths,39298265,Julia,Manhattan,Harlem,Private room,60,30,1,7/25/2015,0.01,1,0,0,,"40.8038,-73.95681"
7526715,Rental unit in New York · ★4.60 · 1 bedroom · 2 beds · 1 shared bath,11203708,Elizabeth,Manhattan,Harlem,Private room,64,30,20,12/9/2018,0.2,1,0,0,,"40.81,-73.94152"
7534543,Rental unit in Brooklyn · ★4.87 · 1 bedroom · 1 bed · 1 bath,12215421,Brian,Brooklyn,Park Slope,Entire home/apt,105,30,68,12/20/2019,0.69,1,0,0,,"40.66663,-73.97528"
7535450,Rental unit in New York · ★4.71 · 1 bedroom · 1 bed · 1 bath,39480845,Jen,Manhattan,East Harlem,Private room,75,30,37,3/4/2017,0.37,1,0,0,,"40.79103,-73.94832"
7535791,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,39483454,Laura,Brooklyn,Williamsburg,Entire home/apt,180,30,2,8/5/2015,0.02,1,0,0,,"40.71146,-73.95765"
7539610,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,39503857,Craig,Manhattan,Harlem,Private room,200,30,0,,,1,0,0,,"40.82034,-73.94345"
7542840,Rental unit in New York · ★4.70 · 1 bedroom · 1 bed · 1 bath,31799541,Eugene,Manhattan,Upper West Side,Private room,75,30,12,2/19/2017,0.13,1,0,0,,"40.79294,-73.97151"
7543993,Rental unit in New York · 3 bedrooms · 3 beds · 3.5 baths,7753501,B,Manhattan,Harlem,Entire home/apt,400,30,1,8/12/2015,0.01,1,0,0,,"40.80902,-73.95156"
7545274,Rental unit in New York · ★4.78 · 1 bedroom · 1 bed · 1 bath,25846948,Morgan,Manhattan,Upper East Side,Entire home/apt,151,30,18,6/26/2017,0.18,1,0,0,,"40.76157,-73.96248"
7545750,Rental unit in New York · ★4.29 · Studio · 1 bed · 1 bath,39539952,Jennifer,Manhattan,Inwood,Entire home/apt,40,30,7,9/8/2018,0.07,1,0,0,,"40.86318,-73.92765"
7545751,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,39539913,Adam,Manhattan,Harlem,Private room,100,30,0,,,1,0,0,,"40.82471,-73.94233"
7546039,Rental unit in New York · ★5.0 · Studio · 1 bed · 1 bath,39541748,Marcello,Manhattan,West Village,Entire home/apt,185,30,4,9/18/2015,0.04,1,0,0,,"40.73827,-73.99956"
7547439,Rental unit in New York · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,39549996,T.,Manhattan,East Village,Private room,77,31,9,4/18/2019,0.09,1,30,0,,"40.72976,-73.98906"
7556153,Rental unit in Brooklyn · ★4.84 · Studio · 2 beds · 1 bath,16437254,Benjamin,Brooklyn,Fort Greene,Entire home/apt,149,30,32,9/16/2023,0.36,17,317,4,,"40.68929,-73.97759"
7556587,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,39608626,,Manhattan,Harlem,Private room,28,30,1,8/1/2015,0.01,1,0,0,,"40.82992,-73.94033"
7556669,Rental unit in Brooklyn · ★4.62 · Studio · 2 beds · 1 bath,16437254,Benjamin,Brooklyn,Boerum Hill,Entire home/apt,149,30,13,8/6/2023,0.13,17,325,2,,"40.68826,-73.98558"
7556814,Rental unit in Brooklyn · ★4.80 · 1 bedroom · 1 bed · 1 bath,3894475,Kyle,Brooklyn,Park Slope,Private room,85,30,5,7/24/2018,0.05,3,0,0,,"40.66714,-73.98179"
7557546,Guest suite in Queens · ★4.91 · 1 bedroom · 3 beds · 1 private bath,9443343,Roula,Queens,Ditmars Steinway,Private room,176,30,195,9/27/2023,1.99,1,336,21,,"40.77833,-73.91861"
7560658,Rental unit in Brooklyn · Studio · 1 bed · 1 bath,8726365,Puja,Brooklyn,Williamsburg,Entire home/apt,185,30,0,,,1,0,0,,"40.70781,-73.96916"
7560918,Rental unit in Brooklyn · Studio · 1 bed · 1 bath,39635423,Maura,Brooklyn,Williamsburg,Entire home/apt,120,30,0,,,1,0,0,,"40.71272,-73.96632"
7561686,Rental unit in Bronx · Studio · 1 bed · 1 bath,39639929,John,Bronx,Concourse,Entire home/apt,110,30,1,8/8/2015,0.01,1,0,0,,"40.82381,-73.92725"
7563487,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,3353772,Jackie,Brooklyn,Williamsburg,Private room,75,30,1,8/4/2015,0.01,1,0,0,,"40.70939,-73.94218"
7563493,Guest suite in Flushing · ★4.77 · 1 bedroom · 1 bed · 1 bath,39648442,Alice,Queens,Flushing,Entire home/apt,90,30,185,5/28/2022,1.88,13,277,0,,"40.74791,-73.80966"
7563717,Rental unit in New York · Studio · 1 bed · 1 bath,39655899,Ron,Manhattan,Midtown,Entire home/apt,140,30,1,8/26/2015,0.01,1,0,0,,"40.75176,-73.96921"
7570475,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,16173306,Ali,Manhattan,Hell's Kitchen,Private room,90,30,0,,,1,0,0,,"40.76409,-73.99091"
7573103,Rental unit in Brooklyn · ★4.0 · 2 bedrooms · 2 beds · 1 bath,4565614,Jonathan,Brooklyn,South Slope,Entire home/apt,135,30,3,12/31/2015,0.03,1,0,0,,"40.6628,-73.98393"
7573221,Rental unit in Brooklyn · Studio · 1 bed · 1 bath,5287536,Kaya,Brooklyn,Greenpoint,Entire home/apt,120,30,0,,,1,0,0,,"40.72961,-73.95656"
7573321,Rental unit in New York · Studio · 1 bed · 1 bath,1242357,Sam,Manhattan,Upper West Side,Entire home/apt,175,30,1,8/14/2015,0.01,1,0,0,,"40.79397,-73.97376"
7573430,Home in Brooklyn · 1 bedroom · 1 bed · 1 bath,6031454,Melanie,Brooklyn,Prospect-Lefferts Gardens,Private room,40,30,2,11/28/2015,0.02,1,0,0,,"40.656,-73.95886"
7575626,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,35307662,Lauren,Manhattan,Greenwich Village,Private room,119,30,0,,,1,0,0,,"40.73049,-74.00111"
7575697,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,38022820,Moe,Manhattan,Financial District,Entire home/apt,1000,30,0,,,1,0,0,,"40.70965,-74.01273"
7576910,Rental unit in New York · ★4.70 · 1 bedroom · 2 beds · 1 shared bath,39725165,Amanda,Manhattan,Harlem,Private room,45,30,27,12/31/2018,0.28,1,0,0,,"40.80323,-73.94595"
7577608,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,1355616,Carly,Brooklyn,Gowanus,Private room,100,30,0,,,1,0,0,,"40.68215,-73.98095"
7581611,Rental unit in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 2 baths,18770940,Ronald,Brooklyn,Williamsburg,Private room,56,30,16,10/31/2016,0.16,1,0,0,,"40.70616,-73.93846"
7581727,Rental unit in New York · Studio · 1 bed · 1 bath,27921486,Judd,Manhattan,Greenwich Village,Entire home/apt,350,30,0,,,1,0,0,,"40.72657,-73.99743"
7582706,Rental unit in new york · 1 bedroom · 2 beds · 2 baths,12757332,Jeremy,Manhattan,Financial District,Entire home/apt,350,30,0,,,1,0,0,,"40.70582,-74.01087"
7582834,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,7915676,Chris,Manhattan,East Village,Private room,100,30,0,,,1,0,0,,"40.72768,-73.99071"
7583507,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1.5 baths,23124921,Kyle,Brooklyn,Bedford-Stuyvesant,Private room,65,30,2,8/16/2015,0.02,1,0,0,,"40.68891,-73.95931"
7584885,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,23129690,Jing,Manhattan,Upper West Side,Shared room,85,30,0,,,1,0,0,,"40.80089,-73.96752"
7590712,Rental unit in Jamaica · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,39805148,Chris,Queens,Jamaica,Private room,55,30,79,8/27/2023,0.8,2,288,6,,"40.68877,-73.77862"
7593985,Rental unit in New York · ★4.83 · 1 bedroom · 1 bed · 1 bath,16382059,Sabrina,Manhattan,Upper East Side,Private room,115,30,18,2/15/2016,0.18,1,0,0,,"40.77463,-73.94948"
7594252,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 2 baths,13283118,Nathalie,Brooklyn,South Slope,Entire home/apt,200,60,3,8/14/2023,0.06,1,302,1,,"40.66419,-73.98738"
7596078,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,4582155,Aaron,Manhattan,East Village,Entire home/apt,140,30,0,,,1,0,0,,"40.7243,-73.98028"
7596341,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,17675081,Nathalia,Manhattan,Midtown,Private room,125,30,0,,,1,0,0,,"40.7601,-73.96746"
7599569,Rental unit in Brooklyn · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,15762897,Davey,Brooklyn,Bedford-Stuyvesant,Private room,31,30,10,6/6/2016,0.1,1,0,0,,"40.69367,-73.9307"
7599873,Rental unit in Brooklyn · ★4.73 · 2 bedrooms · 1 bed · 1 bath,7182520,Drew,Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,30,11,1/2/2022,0.11,1,0,0,,"40.68609,-73.9525"
7601496,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,39706334,Erin,Brooklyn,Williamsburg,Entire home/apt,140,30,0,,,1,0,0,,"40.71009,-73.95398"
7602400,Rental unit in New York · ★4.83 · 1 bedroom · 1 bed · 1 bath,2619307,Kameryn & Rob,Manhattan,SoHo,Entire home/apt,180,30,6,9/5/2016,0.06,1,0,0,,"40.72797,-74.00247"
7602426,Rental unit in New York · ★4.44 · 2 bedrooms · 4 beds · 1 bath,18008678,Clayton,Manhattan,Upper West Side,Entire home/apt,250,30,18,5/19/2018,0.18,2,0,0,,"40.80269,-73.97075"
7602442,Rental unit in New York · Studio · 1 bed · 1 bath,39868106,Michael,Manhattan,Flatiron District,Entire home/apt,400,30,0,,,1,0,0,,"40.74297,-73.99195"
7603075,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,17163531,Beck,Brooklyn,Flatbush,Private room,65,30,0,,,1,0,0,,"40.65353,-73.95611"
7603716,Condo in Brooklyn · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,10831168,Jennifer,Brooklyn,Fort Hamilton,Private room,95,31,78,8/30/2023,0.87,1,179,24,,"40.61911,-74.03144"
7604021,Rental unit in New York · ★4.58 · Studio · 1 bed · 1 bath,39880500,Marie,Manhattan,Upper West Side,Entire home/apt,85,30,12,11/30/2019,0.12,1,0,0,,"40.79021,-73.97087"
7609520,Rental unit in New York · ★4.86 · 1 bedroom · 1 bed · 1 bath,39908190,Robert,Manhattan,Hell's Kitchen,Entire home/apt,289,30,76,5/17/2023,4.22,1,0,37,,"40.76436,-73.99198"
7611169,Rental unit in New York · ★4.0 · 1 bedroom · 1 bed · 1 bath,39916890,Marianne,Manhattan,East Village,Private room,95,30,3,7/23/2016,0.03,1,0,0,,"40.73059,-73.98827"
7611764,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,87494,Kevin,Manhattan,Washington Heights,Private room,70,30,2,8/26/2015,0.02,1,0,0,,"40.83455,-73.9387"
7612100,Rental unit in New York · ★4.49 · 1 bedroom · 2 beds · 1 bath,39921605,Rachel,Manhattan,Upper West Side,Private room,120,30,45,5/29/2023,0.45,4,286,1,,"40.80384,-73.9676"
7612456,Condo in New York · ★4.92 · 1 bedroom · 1 bed · 1 private bath,4936739,Bindia,Manhattan,Upper West Side,Private room,266,30,62,9/5/2023,0.78,1,221,12,,"40.79146,-73.97233"
7615496,Home in Brooklyn · ★4.80 · 3 bedrooms · 4 beds · 1.5 baths,37676608,Akini,Brooklyn,Canarsie,Entire home/apt,98,30,364,9/17/2023,3.67,1,101,46,,"40.63141,-73.89629"
7615693,Rental unit in Brooklyn · ★4.67 · 4 bedrooms · 5 beds · 1.5 baths,39940356,Craig,Brooklyn,Fort Greene,Entire home/apt,500,30,9,8/17/2019,0.1,1,0,0,,"40.68676,-73.97521"
7616651,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,3663218,John Conor,Brooklyn,Williamsburg,Private room,60,30,1,8/18/2015,0.01,2,0,0,,"40.71405,-73.94129"
7619996,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,16662303,Grace,Manhattan,Harlem,Private room,50,30,2,9/14/2015,0.02,1,0,0,,"40.81793,-73.94303"
7620355,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,38670785,Maxime,Brooklyn,Bushwick,Private room,68,30,1,8/31/2015,0.01,1,0,0,,"40.70159,-73.92692"
7621629,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,39977656,Hongqing,Manhattan,Upper West Side,Private room,40,30,0,,,1,0,0,,"40.80299,-73.96465"
7621698,Rental unit in Astoria · ★5.0 · 2 bedrooms · 1 bed · 1 bath,39978385,Andraz,Queens,Astoria,Entire home/apt,100,30,7,6/29/2019,0.07,1,0,0,,"40.77152,-73.92198"
7629563,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,13866555,Kelli,Brooklyn,Bedford-Stuyvesant,Private room,45,30,2,9/3/2015,0.02,1,0,0,,"40.68316,-73.92761"
7630422,Rental unit in New York · ★4.92 · Studio · 2 beds · 1 bath,37138251,Matthew,Manhattan,Upper West Side,Entire home/apt,250,30,212,5/29/2022,2.14,1,365,0,,"40.78775,-73.97538"
7632128,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,19650141,Rahim,Manhattan,Hell's Kitchen,Private room,105,30,0,,,1,0,0,,"40.75553,-73.99624"
7632182,Rental unit in New York · ★4.12 · 1 bedroom · 1 bed · 1 bath,40037773,Brandon,Manhattan,Kips Bay,Private room,90,30,19,3/22/2016,0.2,1,0,0,,"40.74546,-73.97934"
